election_LTG17_mms
-0.000262717
-0.000597289
9.79E-05
0.000367576
0.000757127
0.000793703
0.000273945
0.000277703
0.00010594
-0.024831451
-0.024468701
-0.025279545
0.016809098
0.017248062
0.017199744
0.01746911
0.017440418
0.01776792
0.018568399
0.01774904
0.018051621
0.018030124
-0.004510511
0.017998671
0.017744249
0.017957997
0.004744907
0.004613465
0.00443672
0.003876988
0.003735036
0.003843106
-0.028410328
-0.029162694
-0.029688276
-0.030146764
-0.029528573
-0.030072757
-0.030245259
-0.030074673
-0.023620624
-0.02385493
-0.028636487
0.007150876
0.006890052
0.006949011
0.005248285
0.005120472
0.005164436
0.005114173
0.005499445
0.004289556
-0.014720111
-0.014652798
-0.014609185
-0.014478775
-0.014472692
0.003915341
0.004052909
0.004073426
0.004073526
0.00392033
0.00368173
0.003642481
-0.01324575
0.0045051
-0.01369478
-0.014260154
-0.014236832
-0.014381421
-0.049944935
-0.050313863
0.005226376
0.005155345
0.005284772
-0.000139209
-9.29E-05
0.000253607
5.03E-05
0.000643802
0.000471629
0.000469379
0.000235341
0.000595068
0.002039089
0.003213422
0.003150705
0.002950915
0.003493406
-0.023054049
-0.023236242
-0.024005346
-0.024031835
-0.023844809
-0.023867814
-0.026520421
-0.026680448
-0.026565111
-0.026984399
-0.033250567
-0.031988049
-0.031415032
-0.03150219
-0.032108095
-0.018085763
-0.017835969
-0.017956042
-0.017737224
-0.002984671
-0.002740618
-0.000764542
-0.000772965
-0.000886997
-0.027579898
-0.027522661
-0.028047902
-0.028034186
0.002456261
0.002222629
0.002462041
0.007167976
0.007252645
0.007131621
0.005806415
0.005932123
0.006864063
0.006842808
0.006800349
0.005960634
0.005823741
0.00599034
0.00191799
0.002122602
0.002177626
0.001860462
-0.008829288
-0.008743436
-0.008621557
-0.020145167
-0.019903649
-0.019920002
-0.01992329
-0.019255843
-0.020172073
-0.020336548
-0.020261291
-0.020282361
-0.020483845
-0.020236161
-0.019922591
-0.020231313
-0.020796568
-0.020842058
-0.02079949
-0.020699716
-0.006917791
-0.006917576
-0.006930098
-0.006943225
-0.006960396
-0.006463922
0.005018868
0.005206386
0.005001022
0.005059094
0.001539326
0.001978607
0.002162741
0.001944182
0.005450561
0.005244083
0.021965107
0.017462017
-0.026110844
-0.026152933
-0.0260139
-0.025887639
-0.02319673
-0.022237941
-0.021781951
-0.021869927
-0.021941157
-0.022490776
-0.022374309
-0.022670695
-0.023307498
-0.023307173
-0.023344079
-0.02265738
-0.022746187
-0.022256015
-0.021868258
-0.022735448
-0.022359998
-0.022295548
-0.022561315
-0.02290655
-0.022380916
-0.022990301
-0.015648729
-0.015659551
-0.01611864
-0.015987126
-0.016001293
-0.016083216
-0.01621018
-0.016421686
-0.016431256
-0.018125085
-0.016961474
-0.016546684
-0.016654588
-0.016732289
-0.016615493
0.006414299
0.006101515
0.006442214
-0.01191465
-0.0121363
-0.012069762
-0.012012099
-0.012077818
-0.010502342
-0.010268999
-0.010467226
-0.010441324
-0.010428619
-0.010269126
-0.010584824
-0.010575074
-0.010775126
-0.010966038
-0.010926381
-0.011120644
-0.010800933
-0.01065574
-0.010609595
-0.010487071
-0.010518308
-0.010886723
-0.008843971
-0.008644394
-0.008678499
-0.009093823
-0.009197561
-0.008876456
-0.009065456
0.003116996
-0.01212809
-0.012127811
-0.004965959
-0.004933883
-0.004845261
-0.004357567
-0.004503041
-0.003549436
-0.003969878
0.001812951
0.001617989
0.001596814
-0.000781116
-0.00062509
-0.001304141
-0.001351355
-0.001426925
-0.001292821
-0.001752165
-0.000967929
-0.001363332
-0.001473659
-0.001290854
-0.001117086
-0.001616198
-0.001510609
-0.001384801
-0.001106809
-0.001516956
-0.000861396
-0.001044432
-0.008360411
-0.00815157
-0.007803719
-0.007792485
-0.006841472
-0.005954181
-0.0066242
-0.006563613
-0.006829226
-0.008115317
-0.008101046
-0.008819326
-0.009584692
-0.009563766
-0.00870668
-0.012737825
-0.012869074
-0.011961101
-0.011854174
-0.001246209
-0.001293075
-0.001266537
-0.001165936
-0.001006585
-0.000909471
-0.000805474
-0.00092046
-0.000755753
-0.003403001
-0.00367799
-0.003677337
-0.000809345
